Location,Kharif,Rabi,Acres,Type,Method1,Method2,Method3,Credits
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Sugarcane,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Maize,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Rice,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Uttar Pradesh,Pulses,Wheat,823683.33,Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,518021.3
Gujrat,Cotton,Wheat,2000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,4894.0
Gujrat,Sugercane,Wheat,2000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,4894.0
Gujrat,Rice,Wheat,2000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,4894.0
Gujrat,Maize,Wheat,2000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,4894.0
Gujrat,Soybean,Wheat,2000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,4894.0
Gujrat,Cotton,Wheat,4000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,9788.0
Gujrat,Sugercane,Wheat,4000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,9788.0
Gujrat,Rice,Wheat,4000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,9788.0
Gujrat,Maize,Wheat,4000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,9788.0
Gujrat,Soybean,Wheat,4000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,9788.0
Gujrat,Cotton,Wheat,8000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,19576.0
Gujrat,Sugercane,Wheat,8000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,19576.0
Gujrat,Rice,Wheat,8000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,19576.0
Gujrat,Maize,Wheat,8000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,19576.0
Gujrat,Soybean,Wheat,8000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,19576.0
Gujrat,Cotton,Wheat,100000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,244700.0
Gujrat,Sugercane,Wheat,100000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,244700.0
Gujrat,Rice,Wheat,100000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,244700.0
Gujrat,Maize,Wheat,100000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,244700.0
Gujrat,Soybean,Wheat,100000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,244700.0
Gujrat,Cotton,Wheat,200000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,489400.0
Gujrat,Sugercane,Wheat,200000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,489400.0
Gujrat,Rice,Wheat,200000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,489400.0
Gujrat,Maize,Wheat,200000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,489400.0
Gujrat,Soybean,Wheat,200000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,489400.0
Gujrat,Cotton,Wheat,400000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,978800.0
Gujrat,Sugercane,Wheat,400000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,978800.0
Gujrat,Rice,Wheat,400000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,978800.0
Gujrat,Maize,Wheat,400000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,978800.0
Gujrat,Soybean,Wheat,400000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,978800.0
Gujrat,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Gujrat,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Rice,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Maize,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Soybean,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Cotton,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
Maharashtra,Sugercane,Wheat,600000.0,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200.0
